Created Date,Agency,Complaint Type,Location Type,Street Name,City
November,DOB,General Construction/Plumbing,,WEST  113 STREET,NEW YORK
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,HUDSON STREET,NEW YORK
November,NYPD,Traffic,Street/Sidewalk,,BROOKLYN
November,DPR,Dead/Dying Tree,Street,114 DRIVE,SAINT ALBANS
November,DPR,Damaged Tree,Street,180 STREET,JAMAICA
November,DEP,Noise,,MYRTLE AVENUE,BROOKLYN
November,HPD,DOOR/WINDOW,RESIDENTIAL BUILDING,WEST  118 STREET,NEW YORK
November,HPD,PLUMBING,RESIDENTIAL BUILDING,WEST  139 STREET,NEW YORK
November,DEP,Water System,,71 AVENUE,Ridgewood
November,NYPD,Noise - Residential,Residential Building/House,FREDERICK DOUGLAS BOULEVARD,NEW YORK
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,METROPOLITAN AVENUE,BRONX
November,NYPD,Noise - Vehicle,Street/Sidewalk,MORGAN AVENUE,BROOKLYN
November,HPD,PAINT/PLASTER,RESIDENTIAL BUILDING,CRESTON AVENUE,BRONX
November,DHS,Homeless Person Assistance,Street/Sidewalk,5 AVENUE,NEW YORK
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,WHITNEY AVENUE,Elmhurst
November,NYPD,Illegal Parking,Street/Sidewalk,LOTT PLACE,BROOKLYN
November,DSNY,Graffiti,Mixed Use,NORTHERN BOULEVARD,Jackson Heights
November,NYPD,Noise - Commercial,Club/Bar/Restaurant,,NEW YORK
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,WEST   23 STREET,NEW YORK
November,NYPD,Noise - Residential,Residential Building/House,WEST 110 STREET,NEW YORK
November,DPR,Animal in a Park,Park,,NEW YORK
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,HINSDALE STREET,BROOKLYN
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,WEST  140 STREET,NEW YORK
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,ELMHURST AVENUE,Elmhurst
November,NYPD,Noise - Commercial,Store/Commercial,FULTON STREET,BROOKLYN
November,NYPD,Blocked Driveway,Street/Sidewalk,58 STREET,WOODSIDE
November,DSNY,Derelict Vehicles,Street,,BROOKLYN
November,TLC,Found Property,,WEST 47 STREET,NEW YORK
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,AMBOY STREET,BROOKLYN
November,DPR,Root/Sewer/Sidewalk Condition,Street,COMMONWEALTH AVENUE,BRONX
November,DSNY,Dirty Conditions,Sidewalk,EAST   73 STREET,NEW YORK
November,DSNY,Graffiti,Mixed Use,14 ROAD,College Point
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,MORRIS PARK AVENUE,BRONX
November,NYPD,Animal Abuse,Residential Building/House,FAIRMONT PLACE,BRONX
November,DEP,Water System,,1 AVENUE,NEW YORK
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,EAST  179 STREET,BRONX
November,DOHMH,Indoor Air Quality,3+ Family Apartment Building,EAST  156 STREET,BRONX
November,DSNY,Derelict Vehicles,Street,UTOPIA PARKWAY,Fresh Meadows
November,DOHMH,Rodent,Commercial Building,PRESIDENT ST,BROOKLYN
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,187 STREET,Hollis
November,DHS,Homeless Person Assistance,Street/Sidewalk,AVENUE C,NEW YORK
November,DPR,New Tree Request,Street,JUMEL STREET,STATEN ISLAND
November,DOT,Curb Condition,Curb,60 AVENUE,FLUSHING
November,HPD,APPLIANCE,RESIDENTIAL BUILDING,LAFAYETTE AVENUE,BRONX
November,HPD,PLUMBING,RESIDENTIAL BUILDING,WEST  143 STREET,NEW YORK
November,DOT,Street Sign - Missing,Street,NORTH 8 STREET,BROOKLYN
November,DEP,Noise,,RIVERSIDE DRIVE,NEW YORK
November,DOF,DOF Literature Request,,,
November,HPD,GENERAL,RESIDENTIAL BUILDING,EAST   26 STREET,BROOKLYN
November,DOB,Building/Use,,BOSTON ROAD,BRONX
November,HRA,Benefit Card Replacement,NYC Street Address,,
November,HPD,DOOR/WINDOW,RESIDENTIAL BUILDING,MOTT STREET,NEW YORK
November,HPD,PLUMBING,RESIDENTIAL BUILDING,LINDEN BOULEVARD,BROOKLYN
November,DEP,Noise,,EAST   86 STREET,NEW YORK
November,NYPD,Blocked Driveway,Street/Sidewalk,WINTER AVENUE,STATEN ISLAND
November,NYPD,Noise - Street/Sidewalk,Street/Sidewalk,COLUMBUS AVENUE,NEW YORK
November,NYPD,Noise - Residential,Residential Building/House,59 STREET,BROOKLYN
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,WEST  177 STREET,NEW YORK
November,HPD,PLUMBING,RESIDENTIAL BUILDING,PALISADE PLACE,BRONX
November,DOF,SCRIE,Senior Address,,BRONX
November,NYPD,Blocked Driveway,Street/Sidewalk,GOLLER PLACE,STATEN ISLAND
November,DOF,DOF Literature Request,,,
November,DOF,DOF Literature Request,,,
November,DOT,Traffic Signal Condition,,,Ridgewood
November,DOB,Building/Use,,KNEELAND AVENUE,Elmhurst
November,HPD,PAINT/PLASTER,RESIDENTIAL BUILDING,FREDERICK DOUGLASS BOULEVARD,NEW YORK
November,HPD,DOOR/WINDOW,RESIDENTIAL BUILDING,HUGHES AVENUE,BRONX
November,HPD,PAINT/PLASTER,RESIDENTIAL BUILDING,GERARD AVENUE,BRONX
November,DEP,Noise,,WALL STREET,NEW YORK
November,DEP,Noise,,,NEW YORK
November,NYPD,Noise - Street/Sidewalk,Street/Sidewalk,MONITOR STREET,BROOKLYN
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,58 STREET,Woodside
November,DOT,Traffic Signal Condition,,,
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,CRUGER AVENUE,BRONX
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,WEST  141 STREET,NEW YORK
November,DOT,Street Condition,Street,QUEENS BOULEVARD,FOREST HILLS
November,DPR,New Tree Request,Street,35 AVENUE,ASTORIA
November,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,79 STREET,Jackson Heights
November,HPD,PLUMBING,RESIDENTIAL BUILDING,BROADWAY,NEW YORK
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,54 STREET,BROOKLYN
November,DSNY,Electronics Waste,Sidewalk,CANNON AVENUE,STATEN ISLAND
November,DOB,Building/Use,,GRAND CONCOURSE,BRONX
November,DOT,Traffic Signal Condition,,,
November,HPD,SAFETY,RESIDENTIAL BUILDING,RICHMAN PLAZA,BRONX
November,DOE,School Maintenance,School,102 STREET,REGO PARK
November,NYPD,Noise - Street/Sidewalk,Street/Sidewalk,GRAHAM AVENUE,BROOKLYN
November,HPD,FLOORING/STAIRS,RESIDENTIAL BUILDING,MORRIS AVENUE,BRONX
November,DEP,Hazardous Materials,,WEST   49 STREET,NEW YORK
November,NYPD,Illegal Parking,Street/Sidewalk,,BROOKLYN
November,DSNY,Missed Collection (All Materials),Sidewalk,BARBARA STREET,STATEN ISLAND
November,DSNY,Sanitation Condition,Sidewalk,LURTING AVENUE,BRONX
November,HPD,PLUMBING,RESIDENTIAL BUILDING,OCEAN PARKWAY,BROOKLYN
November,DEP,Noise,,EAST BROADWAY,NEW YORK
November,NYPD,Illegal Parking,Street/Sidewalk,BLAKE AVENUE,BROOKLYN
November,DHS,Homeless Person Assistance,Store/Commercial,BROADWAY,NEW YORK
November,DSNY,Missed Collection (All Materials),Sidewalk,BOWERY,NEW YORK
November,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,AVENUE ST JOHN,BRONX
November,DOT,Street Light Condition,,,
November,NYPD,Noise - Residential,Residential Building/House,85 ROAD,JAMAICA
November,DOHMH,Rodent,Commercial Building,21 STREET,Astoria
November,DOHMH,Rodent,1-2 Family Mixed Use Building,ROCKAWAY BEACH BOULEVARD,Far Rockaway
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,ODELL STREET,BRONX
November,NYPD,Noise - Commercial,Store/Commercial,HOYT STREET,BROOKLYN
November,DOB,Building/Use,,BELL BOULEVARD,Bayside
November,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,PARKSIDE AVENUE,BROOKLYN
November,DSNY,Sanitation Condition,Street,HILL AVENUE,BRONX
November,HPD,PAINT/PLASTER,RESIDENTIAL BUILDING,WEST  142 STREET,NEW YORK
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,12 STREET,BROOKLYN
November,DOT,Curb Condition,Curb,HIGHLAWN AVENUE,BROOKLYN
November,DEP,Water System,,,
November,HPD,PLUMBING,RESIDENTIAL BUILDING,100 STREET,East Elmhurst
November,DOHMH,Indoor Air Quality,3+ Family Apartment Building,ARDEN STREET,NEW YORK
November,NYPD,Derelict Vehicle,Street/Sidewalk,,STATEN ISLAND
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,83 STREET,Jackson Heights
November,TLC,Taxi Complaint,,FOX STREET,BRONX
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,WEST  152 STREET,NEW YORK
November,DPR,New Tree Request,Street,169 STREET,FLUSHING
November,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,CROTONA PARK EAST,BRONX
November,HPD,ELECTRIC,RESIDENTIAL BUILDING,FULTON STREET,BROOKLYN
November,NYPD,Blocked Driveway,Street/Sidewalk,37 AVENUE,CORONA
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,234 STREET,Rosedale
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,MORRIS AVENUE,BRONX
November,DEP,Noise,,25 ROAD,Astoria
November,NYPD,Noise - Residential,Residential Building/House,BLEECKER STREET,RIDGEWOOD
November,NYPD,Noise - Commercial,Store/Commercial,WEST END AVENUE,BROOKLYN
November,NYPD,Noise - Street/Sidewalk,Street/Sidewalk,,BRONX
November,NYPD,Illegal Parking,Street/Sidewalk,RENWICK STREET,NEW YORK
November,NYPD,Noise - Residential,Residential Building/House,BRONXDALE AVENUE,BRONX
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,EAST    3 STREET,NEW YORK
November,NYPD,Illegal Parking,Street/Sidewalk,,LONG ISLAND CITY
November,HPD,ELECTRIC,RESIDENTIAL BUILDING,NOSTRAND AVENUE,BROOKLYN
November,NYPD,Noise - Residential,Residential Building/House,WEBSTER AVENUE,BRONX
November,DOT,Traffic Signal Condition,,,BROOKLYN
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,UNIVERSITY PLACE,NEW YORK
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,EASTERN PARKWAY,BROOKLYN
November,DOT,Street Light Condition,,LESTER STREET,STATEN ISLAND
November,DSNY,Missed Collection (All Materials),Sidewalk,123 STREET,South Richmond Hill
November,HPD,DOOR/WINDOW,RESIDENTIAL BUILDING,50 STREET,Woodside
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,OCEAN PARKWAY,BROOKLYN
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,97 STREET,Corona
November,NYPD,Homeless Encampment,Residential Building/House,2 AVENUE,NEW YORK
November,NYPD,Noise - Residential,Residential Building/House,WEST 177 STREET,NEW YORK
November,NYPD,Blocked Driveway,Street/Sidewalk,EAST 56 STREET,BROOKLYN
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,NEW YORK AVENUE,BROOKLYN
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,EAST   14 STREET,BROOKLYN
November,NYPD,Illegal Parking,Street/Sidewalk,,STATEN ISLAND
November,HPD,DOOR/WINDOW,RESIDENTIAL BUILDING,DALY AVENUE,BRONX
November,DPR,Damaged Tree,Street,UTOPIA PARKWAY,FRESH MEADOWS
November,NYPD,Derelict Vehicle,Street/Sidewalk,LUDLOW STREET,NEW YORK
November,DOHMH,Rodent,3+ Family Apt. Building,NOBLE AVENUE,BRONX
November,NYPD,Noise - Residential,Residential Building/House,WEST 142 STREET,NEW YORK
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,44 STREET,BROOKLYN
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,SOUTH    4 STREET,BROOKLYN
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,WALLACE AVENUE,BRONX
November,HPD,GENERAL,RESIDENTIAL BUILDING,COOPER STREET,NEW YORK
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,LINDEN BOULEVARD,BROOKLYN
November,DOB,Boilers,,LOWERRE PLACE,BRONX
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,EAST  117 STREET,NEW YORK
November,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,198 STREET,Hollis
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,84 STREET,Jackson Heights
November,DOF,DRIE,DRIE Tenant's Address,RIVERSIDE BOULEVARD,NEW YORK
November,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,OCEAN PARKWAY,BROOKLYN
November,DOT,Street Light Condition,,,Jamaica
November,DPR,Damaged Tree,Street,50 STREET,BROOKLYN
November,HPD,PAINT/PLASTER,RESIDENTIAL BUILDING,EAST   60 STREET,NEW YORK
November,DOT,Street Light Condition,,,BROOKLYN
November,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,OCEAN AVENUE,BROOKLYN
November,NYPD,Blocked Driveway,Street/Sidewalk,55 AVENUE,ELMHURST
November,DOT,Traffic Signal Condition,,,
November,NYPD,Illegal Parking,Street/Sidewalk,PACIFIC STREET,BROOKLYN
November,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,GRAND AVENUE,BRONX
November,DEP,Water System,,EAST   58 STREET,NEW YORK
November,DOF,DOF Property - Request Copy,Property Address,,JAMAICA
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,SUYDAM STREET,BROOKLYN
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,LORILLARD PLACE,BRONX
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,ST JOHNS PLACE,BROOKLYN
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,LINDEN BOULEVARD,BROOKLYN
November,HPD,WATER LEAK,RESIDENTIAL BUILDING,66 AVENUE,Rego Park
November,NYPD,Illegal Parking,Street/Sidewalk,OCEAN PARKWAY,BROOKLYN
November,DOHMH,Rodent,1-2 Family Dwelling,230 PLACE,Springfield Gardens
November,NYPD,Illegal Parking,Street/Sidewalk,ROCKWOOD STREET,BRONX
November,NYPD,Noise - Residential,Residential Building/House,MARION AVENUE,BRONX
November,HPD,GENERAL,RESIDENTIAL BUILDING,125 STREET,South Richmond Hill
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,OCEAN AVENUE,BROOKLYN
November,HPD,PLUMBING,RESIDENTIAL BUILDING,HEATH AVENUE,BRONX
November,NYPD,Blocked Driveway,Street/Sidewalk,CHAUNCEY STREET,BROOKLYN
November,DEP,Noise,,WEST   77 STREET,NEW YORK
November,HPD,FLOORING/STAIRS,RESIDENTIAL BUILDING,BERGEN STREET,BROOKLYN
November,DPR,Damaged Tree,Street,CAFFREY AVENUE,FAR ROCKAWAY
November,NYPD,Illegal Parking,Street/Sidewalk,AVENUE O,BROOKLYN
November,HPD,DOOR/WINDOW,RESIDENTIAL BUILDING,WALLACE AVENUE,BRONX
November,NYPD,Illegal Parking,Street/Sidewalk,ESSEX STREET,BROOKLYN
November,HPD,PAINT/PLASTER,RESIDENTIAL BUILDING,ST NICHOLAS TERRACE,NEW YORK
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,WEST   22 STREET,NEW YORK
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,BUSHWICK AVENUE,BROOKLYN
November,DOB,Building/Use,,21 AVENUE,Whitestone
November,NYPD,Derelict Vehicle,Street/Sidewalk,260 STREET,LITTLE NECK
November,NYPD,Drug Activity,Stairwell,EAST 181 STREET,BRONX
November,NYPD,Illegal Parking,Street/Sidewalk,176 STREET,JAMAICA
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,BUCHANAN PLACE,BRONX
November,NYPD,Noise - Residential,Residential Building/House,1 AVENUE,NEW YORK
November,NYPD,Blocked Driveway,Street/Sidewalk,12 STREET,BROOKLYN
November,DPR,Dead/Dying Tree,Street,VOORHIES AVENUE,BROOKLYN
November,NYPD,Noise - Vehicle,Street/Sidewalk,,NEW YORK
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,WADSWORTH TERRACE,NEW YORK
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,207 STREET,Oakland Gardens
November,HPD,DOOR/WINDOW,RESIDENTIAL BUILDING,BAINBRIDGE STREET,BROOKLYN
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,LOUIS NINE BOULEVARD,BRONX
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,BEDFORD PARK BOULEVARD,BRONX
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,9 AVENUE,NEW YORK
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,23 AVENUE,BROOKLYN
November,DEP,Air Quality,,LINDEN STREET,Ridgewood
November,NYPD,Illegal Parking,Street/Sidewalk,VAN CORTLANDT AVENUE EAST,BRONX
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,WEST   70 STREET,NEW YORK
November,DOT,Broken Muni Meter,Street,CHURCH AVENUE,BROOKLYN
November,NYPD,Blocked Driveway,Street/Sidewalk,VAN NEST AVENUE,BRONX
November,DEP,Water System,,,
November,HPD,GENERAL,RESIDENTIAL BUILDING,MONROE AVENUE,BRONX
November,NYPD,Noise - Residential,Residential Building/House,SUYDAM STREET,BROOKLYN
November,DSNY,Sanitation Condition,Street,65 AVENUE,Forest Hills
November,NYPD,Blocked Driveway,Street/Sidewalk,181 STREET,SPRINGFIELD GARDENS
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,7 AVENUE,NEW YORK
November,NYPD,Blocked Driveway,Street/Sidewalk,EAST 17 STREET,BROOKLYN
November,HPD,GENERAL,RESIDENTIAL BUILDING,COOPER STREET,NEW YORK
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,COLLEGE AVENUE,BRONX
November,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,RICHMOND HILL ROAD,STATEN ISLAND
November,NYPD,Illegal Parking,Street/Sidewalk,PERSHING STREET,STATEN ISLAND
November,NYPD,Noise - Residential,Residential Building/House,WEST 141 STREET,NEW YORK
November,DOHMH,Rodent,3+ Family Mixed Use Building,47 AVENUE,Sunnyside
November,NYPD,Noise - Residential,Residential Building/House,52 STREET,WOODSIDE
November,NYPD,Noise - Street/Sidewalk,Street/Sidewalk,ACADEMY STREET,NEW YORK
November,NYPD,Noise - Residential,Residential Building/House,DREW STREET,OZONE PARK
November,NYPD,Noise - Residential,Residential Building/House,OAK TERRACE,BRONX
November,NYPD,Blocked Driveway,Street/Sidewalk,128 STREET,COLLEGE POINT
November,DOT,Broken Muni Meter,Street,5 AVENUE,NEW YORK
November,NYPD,Noise - Residential,Residential Building/House,EAST 112 STREET,NEW YORK
November,NYPD,Noise - Residential,Residential Building/House,AUSTIN STREET,REGO PARK
November,HPD,SAFETY,RESIDENTIAL BUILDING,EAST   68 STREET,NEW YORK
November,NYPD,Noise - Residential,Residential Building/House,BARUCH DRIVE,NEW YORK
November,DSNY,Derelict Vehicles,Street,EAST   43 STREET,BROOKLYN
November,NYPD,Noise - Residential,Residential Building/House,BALTIC STREET,BROOKLYN
November,DOT,Street Condition,Street,,BROOKLYN
November,HPD,DOOR/WINDOW,RESIDENTIAL BUILDING,WINTHROP STREET,BROOKLYN
November,NYPD,Blocked Driveway,Street/Sidewalk,LINDEN BOULEVARD,SOUTH OZONE PARK
November,NYPD,Noise - Residential,Residential Building/House,WEST 26 STREET,NEW YORK
November,NYPD,Noise - Residential,Residential Building/House,HOLLAND AVENUE,BRONX
November,NYPD,Blocked Driveway,Street/Sidewalk,43 STREET,ASTORIA
November,NYPD,Blocked Driveway,Street/Sidewalk,101 STREET,CORONA
November,DOB,Boilers,,NATIONAL STREET,Corona
November,DEP,Noise,,TILDEN AVENUE,BROOKLYN
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,OCEAN PARKWAY,BROOKLYN
November,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,PRESIDENT STREET,BROOKLYN
November,HPD,WATER LEAK,RESIDENTIAL BUILDING,INDIA STREET,BROOKLYN
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,217 STREET,Bayside
November,DEP,Noise,,VILLAGE ROAD,Jamaica
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,BRONXWOOD AVENUE,BRONX
November,NYPD,Blocked Driveway,Street/Sidewalk,EAST 181 STREET,BRONX
November,NYPD,Blocked Driveway,Street/Sidewalk,EAST 103 STREET,NEW YORK
November,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,AVENUE ST JOHN,BRONX
November,FDNY,Fire Safety Director - F58,Street Address,HOWARD STREET,NEW YORK
November,HPD,FLOORING/STAIRS,RESIDENTIAL BUILDING,JENNINGS STREET,BRONX
November,DOF,DOF Literature Request,,,
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,79 AVENUE,Flushing
November,HPD,PAINT/PLASTER,RESIDENTIAL BUILDING,CARPENTER AVENUE,BRONX
November,DPR,Overgrown Tree/Branches,Street,78 STREET,BROOKLYN
November,NYPD,Illegal Parking,Street/Sidewalk,,RIDGEWOOD
November,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,WILLIAMSBRIDGE ROAD,BRONX
November,HPD,ELECTRIC,RESIDENTIAL BUILDING,COLLEGE AVENUE,BRONX
November,DEP,Sewer,,GRAND CONCOURSE,BRONX
November,FDNY,Fire Alarm - Modification,Street Address,EAST 32 STREET,NEW YORK
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,76 STREET,BROOKLYN
November,NYPD,Noise - Residential,Residential Building/House,MESEROLE STREET,BROOKLYN
November,HPD,FLOORING/STAIRS,RESIDENTIAL BUILDING,GATES AVENUE,BROOKLYN
November,HPD,GENERAL,RESIDENTIAL BUILDING,ST NICHOLAS AVENUE,NEW YORK
November,NYPD,Noise - Residential,Residential Building/House,ELIZABETH STREET,STATEN ISLAND
November,DEP,Air Quality,,7 AVENUE SOUTH,NEW YORK
November,DOT,Sidewalk Condition,Sidewalk,,BROOKLYN
November,NYPD,Illegal Parking,Street/Sidewalk,PARK AVENUE SOUTH,NEW YORK
November,NYPD,Noise - Residential,Residential Building/House,WEST 101 STREET,NEW YORK
November,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,HART STREET,BROOKLYN
November,DOF,DOF Literature Request,,,
November,DEP,Water System,,SCHROEDERS AVENUE,BROOKLYN
November,DCA,Consumer Complaint,,162 STREET,FLUSHING
November,DOF,DOF Literature Request,,,
November,DOB,Special Enforcement,,90 AVENUE,Richmond Hill
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,BRISTOL STREET,BROOKLYN
November,DSNY,Dirty Conditions,Sidewalk,BAY   23 STREET,BROOKLYN
November,HPD,ELECTRIC,RESIDENTIAL BUILDING,WEST   49 STREET,NEW YORK
November,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,RICHMAN PLAZA,BRONX
November,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,EAST   18 STREET,BROOKLYN
November,HPD,PAINT/PLASTER,RESIDENTIAL BUILDING,PARK AVENUE,BRONX
November,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,BUCHANAN PLACE,BRONX
November,NYPD,Derelict Vehicle,Street/Sidewalk,101 AVENUE,OZONE PARK
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,WEST  145 STREET,NEW YORK
November,DOB,Building/Use,,GRAND CONCOURSE,BRONX
November,DOHMH,Rodent,3+ Family Apt. Building,MADISON STREET,Ridgewood
November,NYPD,Illegal Parking,Street/Sidewalk,59 STREET,BROOKLYN
November,DSNY,Missed Collection (All Materials),Sidewalk,EAST  181 STREET,BRONX
November,HPD,PAINT/PLASTER,RESIDENTIAL BUILDING,ROCHESTER AVENUE,BROOKLYN
November,DOT,Street Light Condition,,,STATEN ISLAND
November,DOF,DOF Literature Request,,,
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,138 ROAD,Springfield Gardens
November,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,UNDERCLIFF AVENUE,BRONX
November,DSNY,Electronics Waste,Sidewalk,AMBOY ROAD,STATEN ISLAND
November,NYPD,Blocked Driveway,Street/Sidewalk,80 STREET,EAST ELMHURST
November,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,MOHEGAN AVENUE,BRONX
November,TLC,Taxi Report,,8 AVENUE,NEW YORK
November,HPD,WATER LEAK,RESIDENTIAL BUILDING,FAYETTE STREET,BROOKLYN
December,DOHMH,Rodent,3+ Family Apt. Building,PARK AVENUE,BRONX
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,MIRIAM STREET,BRONX
December,NYPD,Blocked Driveway,Street/Sidewalk,PLUMB 1 STREET,BROOKLYN
December,NYPD,Blocked Driveway,Street/Sidewalk,GRAND CENTRAL PARKWAY,JAMAICA
December,DHS,Homeless Person Assistance,Street/Sidewalk,COOPER SQUARE,NEW YORK
December,DCA,Consumer Complaint,,SOUTH 9 STREET,BROOKLYN
December,HPD,GENERAL,RESIDENTIAL BUILDING,155 AVENUE,Howard Beach
December,NYPD,Blocked Driveway,Street/Sidewalk,READE STREET,NEW YORK
December,DCA,Consumer Complaint,,WEST 181 STREET,NEW YORK
December,HPD,PAINT/PLASTER,RESIDENTIAL BUILDING,BERGEN STREET,BROOKLYN
December,DOB,General Construction/Plumbing,,2 AVENUE,NEW YORK
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,168 STREET,Jamaica
December,NYPD,Illegal Parking,Street/Sidewalk,SMITH STREET,BROOKLYN
December,DSNY,Derelict Vehicles,Street,BALTIC STREET,BROOKLYN
December,DOB,General Construction/Plumbing,,DEKALB AVENUE,BROOKLYN
December,DSNY,Sanitation Condition,Street,65 AVENUE,Forest Hills
December,DOHMH,Rodent,Commercial Building,97 STREET,Corona
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,BROADWAY,NEW YORK
December,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,GEORGE STREET,Ridgewood
December,DOT,Street Light Condition,,CURTIS PLGD,
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,DE KALB AVENUE,BROOKLYN
December,DOT,Street Light Condition,,,BROOKLYN
December,DHS,Homeless Person Assistance,Park/Playground,5 AVENUE,NEW YORK
December,NYPD,Derelict Vehicle,Street/Sidewalk,RIVERSIDE DRIVE,WHITESTONE
December,DOF,DOF Literature Request,,,
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,LINDEN BOULEVARD,BROOKLYN
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,WEST    2 STREET,BROOKLYN
December,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,AUDUBON AVENUE,NEW YORK
December,HPD,ELECTRIC,RESIDENTIAL BUILDING,60 STREET,BROOKLYN
December,DEP,Noise,,,NEW YORK
December,NYPD,Noise - Residential,Residential Building/House,WEST 21 STREET,NEW YORK
December,DEP,Sewer,,BRONX RIVER AVENUE,BRONX
